"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"P3",17,FALSE,FALSE,FALSE,TRUE,2,0.665759877520625,0.498640355570775,0.044642954218587,-94.3406692127019,0.999788996523327,3,NA,"troot((x4*x4)*x7)","x10","x4",0.997657382040745,0.174867190829267,0.134489430141384
"P4",17,FALSE,FALSE,FALSE,FALSE,3,0.377869053809186,0.377869053809186,0.0305048867857712,-96.7669448270558,0.999965127377827,3,NA,"troot(x4*x4)","x2*x4","x6",0.943071201524942,0.843018041774938,0.199704577133728
"P5",17,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0309514211804421,-94.5244319535552,0.999967465833906,1,NA,"troot((x4*x6)*x4)",NA,NA,0.902886547458266,NA,NA
"P6",17,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0446121905394084,-94.3406692127019,0.999803353274953,1,NA,"troot((x7*x4)*x4)",NA,NA,0.999961236683095,NA,NA
"P1",18,FALSE,FALSE,FALSE,FALSE,3,0.381478412441251,0.381478412441251,0.0364911879557282,-96.7669448270558,0.999913665044618,3,NA,"troot(x4*x4)","x4*x2","x7",0.94908620495495,0.906241466830001,0.127431380801293
"P2",18,FALSE,FALSE,FALSE,TRUE,2,0.639125155659457,0.458688272779023,0.0423044546463026,-94.3406692127019,0.999817632492601,3,NA,"troot((x4*x7)*x4)","x4","x6",0.991666924447739,0.154053876165147,0.150589629936675
"P3",18,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0375424875051338,-96.7669448270558,0.999910940772487,2,NA,"troot(x4*x4)","x4*x2",NA,0.999993926371692,0.919114335491504,NA
"P4",18,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0312597061186123,-94.5244319535552,0.999966860294371,1,NA,"troot(x4*(x6*x4))",NA,NA,0.903487334982582,NA,NA
"P5",18,TRUE,FALSE,FALSE,FALSE,2,0.280590810935941,-0.0791137835960888,0.0347073331305106,-94.5244319535552,0.999938972552325,3,NA,"troot(x4*(x4*x6))","x2","x7",0.988574579641822,0.344432971778277,0.139862739524039
"P6",18,FALSE,FALSE,FALSE,FALSE,4,0.572543767612473,0.572543767612473,0.067063050007612,-99.877214903911,0.997986302959105,4,NA,"troot(x4*x4)","x4*x3","x6",0.982374439853918,0.978250571058105,0.2273573546678
"P1",19,FALSE,FALSE,FALSE,FALSE,6,0.683483502711205,0.683483502711205,0.031121195202766,-96.7669448270558,0.999958551354364,6,NA,"troot(x4*x4)","x4*x2","x4",0.838480030653142,0.825905959653686,0.225228547562554
"P2",19,FALSE,FALSE,FALSE,FALSE,4,0.527094080073312,0.527094080073312,0.0356199718037374,-96.7669448270558,0.999934559963551,4,NA,"troot(x4*x4)","x4*x2","x4",0.940927438843624,0.907969753914966,0.190170865224707
"P3",19,FALSE,FALSE,FALSE,FALSE,3,0.377869053809186,0.377869053809186,0.0364400245307525,-96.7669448270558,0.999884147081003,3,NA,"troot(x4*x4)","x2*x4","x6",0.999162208728788,0.980341929770356,0.244018275840001
"P4",19,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0439801628746931,-94.3406692127019,0.999807081257863,1,NA,"troot(x4*(x7*x4))",NA,NA,0.99715940349007,NA,NA
"P5",19,TRUE,FALSE,FALSE,FALSE,3,0.98911644473587,0.985488592981159,0.0596043651381679,-99.5125191073178,0.998775680014251,4,NA,"x4","x10*x4","troot(x4)*x4",0.580295426387719,0.534218906973581,0.534217139500913
"P6",19,FALSE,FALSE,FALSE,FALSE,3,0.985488592981159,0.985488592981159,0.0880302921025548,-99.5125191073178,0.996531286079082,3,NA,"x4","x10*x4","x4*troot(x4)",0.944166519041844,0.943491175793935,0.938324043540431
"P1",20,FALSE,FALSE,FALSE,TRUE,2,0.63309510938467,0.449643203366842,0.0461232651099624,-94.3406692127019,0.999783812233065,3,NA,"troot((x4*x7)*x4)","x2","x4",0.995546900390147,0.215933059163743,0.128459380902086
